Annotation order,id,Position,Company Name,Primary Keyword,charc_len,Long Description
51,4d6f28d6-c770-5ac4-94d0-e97e26b59df2,Middle  Data Science Engineer,Perfectial,Data Science,849,"The main idea is that vehicles can be shared among people and the insurer insures the particular car and driver in the exact moment of time. The solution based on the IoT, Blockchain and AI technology analyzes the shared vehicles and offers the individual insurance for the current driver based on his driver skills, type of car and incidents history. At the same time, the platform tracks the vehicle's condition and keep all the data on the vehicle's digital twin.

What skills will you need?

Amazon Quicksight or Microsoft Power BI
AWS RDS and/or Aurora
Strong SQL Language
Go or Python development experience of at least 1-2 years
AWS Lambda function development and integration with other cloud services
API service implementation using AWS API Gateway Service, GraphQL and REST
Expertise in performance tuning and service monitoring"
52,4d8bd07a-45e0-5539-9ec1-ed2c2a6d12d2,Data Scientist / Product Analyst,iriSmart,Data Science,2940,"**COMPANY:**
**Product, Gamedev.** Staffing: 100+ employees.
They have been working since 2018.
**Offices:** Cyprus, Armenia.

The studio is independent, works on its own money, does not need investments.
Work approaches: Data-driven, Ad-driven.
There are partnerships with teams: Google, Facebook, Unity, Apple Search Ads.
Specializes in the development of mobile casual games.

**PROJECT:**
Genre - casual.
Stages: LiveOps worldwide.
Monetization: advertising.
Platforms: Android, iOS.
Installs ~300 million. 20 million monthly users.

**TEAM:**
Analytics team - 2 people:
Head - Analytics Team Lead
and Junior/Middle Product Analyst.
Also, the R&D department has its own analyst - there will be no intersections with him yet.

**Analytics Team Lead** is a very open person, shares experience, listens to opinions, has a fresh look, and is always for new ideas.
Now he is responsible for all analytics in the company: product, marketing, analytics system, ML.

**RESPONSIBILITIES:**
- conduct exploratory data analysis to identify patterns and trends in large datasets;

- develop and implement ML models to improve product performance (LTV, recommender system, advertising waterfall configuration, etc.);

- cross-team communication to define data requirements and develop solutions to improve our performance;

- develop and maintain Data pipelines for accurate and timely data processing;

- keep abreast of trends and innovations in the field of data science.

**Directions of tasks:**
1) UA with ML - economic models, forecasts for traffic assessment: develop, deploy and maintain in working condition, incl. determine fraud.

2) In the product - for example, the creation of a recommender system, user segmentation to increase revenues.

3) Advertising monetization - automation of waterfall setups, creation of their configurations. Predict which waterfall configurations will be useful.

**REQUIREMENTS:**
- 3+ years of experience in Data Scientist and ML;
- solid experience with Python, incl. with Pandas, Numpy and Scikit-learn libraries;
- experience with SQL;
- experience with data visualization tools such as Tableau or Power BI;
- experience in product analytics **would be a plus;**
- experience with tasks in User Acquisition, advertising monetization **will be a plus;**
- ability to work independently and as part of a team.

**BENEFITS:**
- relocation and legal registration in Armenia or Cyprus on a work visa.
Tax compensation;
- vacation - 28 calendar days and paid sick leave;
- flexible convenient work schedule. The working day starts from 9:00 to 11:00, but the team is ready to agree on another convenient schedule;
- medical insurance, social package.

**STAGES:**
1. Interview with a recruiter in Google Meet.
2. Technical interview with Analytics Team Lead.
3. Interview with HR.

After that, we are ready to make a decision about the offer."
53,4ee8ef87-d38a-5dcb-b66d-7e4c12f8a2b6,Senior Python Developer (6 months project),Jagaad,Python,2345,"**About us**
We're a Digital Company, fully remote and office-less. We are passionate about designing and developing cloud-based applications and scalable, performant micro-services that very often integrate with APIs.


As a Python Engineer, you will be responsible for designing, developing, and maintaining software applications using Python. You will work closely with our team of developers, project managers, and clients to deliver high-quality software solutions that meet our clients' needs. You will also be expected to mentor and provide guidance to junior developers on the team.

**The Role:**

Design, develop, and maintain software applications using Python
Collaborate with the team to define project requirements and create technical specifications
Write clean, maintainable, and testable code
Conduct code reviews and provide feedback to junior developers
Continuously identify and implement improvements to our software development processes
Stay up-to-date with the latest trends and best practices in software development
Participate in project planning, estimation, and prioritization
Communicate with clients and project managers to ensure project success

**Our Expectations for the ideal candidate:**

5+ years of experience in Python development*
Strong knowledge of software development principles and practices
Experience with web frameworks such as Flask or Django
Experience with databases such as MySQL, PostgreSQL, or MongoDB
Experience with version control systems such as Git
Experience with testing frameworks such as Pytest or unittest
Strong problem-solving and analytical skills
Excellent written and verbal communication skills
Ability to work independently and as part of a team


**Nice to have:
**Italian conversational skills 
Experience with cloud technologies such as AWS or Azure
Experience with containerization technologies such as Docker or Kubernetes
Experience with frontend technologies such as React or Angular
If you are passionate about software development and want to work in a fast-paced, dynamic environment, then we want to hear from you!


* We believe in the quality of skills rather than the number of years in a certain position. Therefore, we are open to candidates with limited experience, however – with excellent skills in Java development."
54,4ffb1d33-859a-50ec-8fe8-cc38c0bc28bc,Middle Python Developer,The Learning Counsel,Python,815,"**The Learning Counsel** is looking for a **Middle Python Developer** to join our team full-time.

**Required skills**

- 2+ years of professional experience with Python.
- Asyncio, aiohttp, aio-pika.
- PostgreSQL.
- Experience with 3rd party API integrations (Google, Microsoft).
- Basic knowledge of Linux.
- Experience with Jankins.
- Experience with Microsoft Azure or Google Cloud.
- Git for version control.
- Strong English skills.

**As a plus**

- Django/Flask.
- Previous experience with C++.
- Basic knowledge of JavaScript/TypeScript.

**We Offer**

- High-tech environment with unique focus on Research & Development.
- Freedom to make ground-breaking decisions.
- Highly competitive employment terms.
- Significant stock.
- Flexible schedule.
- Paid sick leave and vacation."
55,50ed4097-aeb3-5130-ae83-05b7a7385880,Senior Data Engineer,BrickRed Systems,Data Science,2035,"**What you will do:**
— Developing and automating large scale, high-performance data processing systems to support our pricing engine and drive business growth;
— Responsible for the design, development, and maintenance of data pipelines;
— Performing data cleaning and validation across different sources to improve data quality
— Supporting data scientists and business partners in the company with various needs
— Creating and maintaining data dictionaries for clarity and transparency of the data
— Generating reports or dashboard to help business partners make data driven decisions


**What we offer:**
— High compensation according to your skills;
— Interesting and challenging vacancies;
— 5-day working week, 8-hour working day, flexible schedule;
— Democratic management style & friendly environment;
— Full remote job (Possibility to work from home);
— Annual Paid vacation;
— Paid sick leaves;
— Ukrainian official holidays.

**We guarantee:**
— Professional and personal growth.
— The comfortable and supportive working atmosphere. You’ll join a friendly welcoming team of experienced colleagues.
— Stability. In the modern world, our product is in high demand, and this means that you will be joining a business with exciting challenges and a stable income.

**Qualifications:**
— 5+ years of relevant industry experience;
— Advanced working experience with data warehouse and ETL;
— Experience designing and deploying high-performance systems with reliable monitoring and logging practices;
— Advanced working knowledge and experience working with relational databases, query authoring and optimization (SQL);
— Experience with relational SQL and NoSQL databases, including Postgres and MongoDb;
— Strong problem solving and coding skills with one of the following languages: Python/Java/Go.;
— Experience with BI and data visualization tools;
— Good English communication skills, both written and verbal.

**If you are interested in - please SEND us your CV.
We are waiting for you!**"
56,53c599f1-68e7-51dd-b59f-e2f4dfeebb80,CTO/Product,Zionodes,Python,2019,"We are looking for the Smart Contract Developer/Back-end Developer currently based in Ukraine. The candidate should have a vast experience in developing on Ethereum Blockchain previously worked for various projects/startups. Highly responsible and motivated individual. This position offers further reallocation to the main office of the company based in Shenzhen, China.

**Responsibilities:**
 
Work directly with CTO/developers and Blockchain Lead to tackle tough problems and find creative ways to solve them;
Implement smart-contract logic from scratch;
Work with various types of blockchains (Ethereum, Tron, etc.);
Help front-end/back-end developers integrating various blockchain and smart-contract solutions;
Cover your code with tests to ensure stability and reliability of the software;
Improve your skills and stay up-to-date with emerging technologies.
 
**Skills:**
 
Good knowledge of Solidity (knowledge of other smart-contract languages would be a plus);
Experience with Ethereum blockchain;
Experience of using Web3.py/Web3.JS;
Experience with Truffle and Ganache;
Experience with Bitcoin and Bitcoin-like (UTXO-based) blockchains ;
Understanding of the differences between various consensus algorithms ;
Proficient at using GIT;
Ability to work in flexible development methodologies;
Good knowledge of algorithms and data structures;
Skills of system development.
 
 
**Technologies:**
 
Python 
Solidity 
JavaScript
TypeScript
React
Next.js (SSR)
SWR
SASS
Django
 
 
**What you may expect from us:**
 
Competitive package with bonus options 
 
Opportunity to scale up the products and lead further a team including the processes of directing work, managing performance, onboarding new members in Mainland China and overseas and other. 
 
If you have a genuine interest in technology, eager to lead the growth in start-up environment, think out of the box and implement growth models experimenting with the new and existing channels – reach out to us asap."
57,5419aff1-f72c-5606-8b9d-a496d0e7db92,Qlik/Power BI,HR Studio,Data Science,1906,"Our customer is Anheuser-Busch InBev (AB InBev), the biggest brewery company in the world. We own over 630 beer brands (including Budweiser, Stella Artois, Hoegaarden, Beck’s, Leffe, Chernigivske) in 150 countries and are considered to cover for 28% of the global beer market worldwide. European HQ is located in Leuven, Belgium.
We’re building a company to last, brewing beer and building brands that will continue to bring people together for the next 100 years and beyond. With centuries of brewing history, we’ve seen countless new friendships, connections and experiences built on a shared love of beer.

PROJECT
We are working on different solutions for all areas of ABI activities, like sales, marketing, logistic with focus on commercial function.
Group of our enterprise BI systems has common architecture and goals.
Aggregate data from several data sources systems, primarily from SalesForce, SAP.
Process and store them in DWH (currently using Azure cloud, Snowflake, Hadoop, Talend), create all needed pre-aggregated data which can be used for analytics purposes.
Process using Azure Data lake and Hadoop, meaning create all needed pre-aggregated data which can be used for analytics purposes.
Design analytics level using Qlik and/or PowerBI.
  
Perfect-fit candidate must have:
Solid experience in relational and dimensional data modeling using data design tools, understand data profiling, data quality management, data cataloging.
Strong knowledge in MS SQL Server and T-SQL, 2+ years of practical experience.
Hands on experience of cloud platforms, especially Microsoft Azure, Amazon Web Services (AWS), Google Cloud Platform(GCP)

Will pe a plus:
Experience in connecting to heterogeneous sources including SAP ECC, Hadoop, Hive, Amazon, Azure, Salesforce, SAP among others;
Development experience in Talend Big Data Edition on Hadoop or BODS.
Knowledge of Agile/Scrum."
58,552c8b47-e978-56b8-91ab-1e81bf69c6fb,Data Engineer,Fitsoftware,Data Engineer,1831,"Data Engineer needed (REMOTE)
- 4200-5000 USD gross/month
- Mandate contract
- 100% REMOTE
- Full time

Do you want to do impactful work in a company where communication is like a startup but has the numbers of a big company? Do you want to focus on your development and work in an environment that can provide it for you? Apply and create your future with us!

Requirements:
- 3+ years of experience in data engineering or a related field
- Strong programming skills in languages such as Python or Java
- Experience with data processing frameworks such as Apache Spark or Apache Flink
- Experience with cloud data platforms such as AWS, GCP, or Azure
- Experience with database technologies such as SQL, NoSQL, or graph databases
- Bachelor's degree in Computer Science, Engineering, or a related field
- Familiarity with ETL processes and tools
- English min.B2

Responsibilities:
- Designing, building, and maintaining data infrastructure, including data pipelines, databases, and data warehouses
- Developing and implementing data processing systems
- Collaborating with data science and software engineering teams to ensure data pipelines are efficient, reliable, and scalable
- Building and optimizing ETL processes to ensure data quality and consistency
- Creating and maintaining documentation for data engineering processes and workflows
- Monitoring and troubleshooting data processing systems to ensure they are functioning properly
- Staying up-to-date with emerging data technologies and evaluating their potential impact on data infrastructure

What do we offer?
- Remote work 
- Polish national holidays off work
- Further development opportunities and exchanging experience with strong professionals
- High-performance and supportive team
- Career development and professional growth"
59,55a3634d-96a4-5258-8962-a8cc5ad295cd,Junior Machine learning / Computer vision Engineer,Logivations,Python,1424,"Your future responsibilities will be:
• Integrate our product for use at customers, also on their sites
• Work on new features using computer vision and machine learning, based on customer feedback
• Follow research in computer vision and deep learning and apply latest results to improve our products

This is your background:
• Good mathematical foundation of machine learning techniques
• Good mathematical foundation in computer vision and optimization approaches
• Hands-on experience with Deep Learning related libraries (e.g. TensorFlow, Keras, PyTorch).
• At least half-year experience with Python and/or C/C++ skills
• Personal initiative, structured way of working and creativity
• Strong communication skills, willingness to take responsibility and focus on results
• You are a good team player and convince with your friendly and empathetic manner
• Education: Completed studies in the field of Computer Science or Mathematics

We offer you:
• A very interesting and challenging job
• Competitive payment in Euro
• Flexible working hours in a trust organization
• Friendly and professional team
• Tasty tea/coffee/cookies in a home-like atmosphere
• Possibility to develop your skills and career

Please find more about our solutions in the video 
https://w2mo.logivations.com/whvideoapp/api/video/EN_RobEngLogivations%20Pixel%20Robotics.mp4

Are you interested? Please send us your CV!"
60,577143c6-37ba-5182-9a46-d27c23968e2e,Senior Integration Engineer,MatchYourTalent,Python,1439,"Requirements:
    • 5+ years of engineering experience 
    • 2+ years of Python experience
    • Experience of complex integration projects implementation 
    • 2+ years working with cloud platforms (ideally using AWS)
    • GitHub + GitFlow
    • Experience with SQL and comfortable designing, writing, and maintaining complex SQL
    • Excellent communication skills, ability to communicate to stakeholders on multiple levels
    • Action- and quality-orientation

Responsibilities:
    • Integration, data pipeline functionality, streaming architecture
    • Analysis and troubleshooting of integrated software systems, including performance tuning of configuration/setup
    • Data quality improvement
    • Identifying areas for process improvement, proposing and implementing solutions, automation of processes
    • Preparing documentation and presenting progress reports to stakeholders
    • Cooperate with Product Owner and remote\distributed dev team

Company offer:
• Flexible working mode (remote/work from office), fully remote during
quarantine.
• Medical insurance from day 1.
• Paid annual leave – 20 workdays per year, 25 workdays after 3 years of
cooperation.
• Paid sick leave.
• Development of new products, from different business domains.
• Strong focus on technical and personal growth.
• Transparent career development and individual development plan.
• English and Norwegian Courses."
61,59356466-6a9c-5f08-862a-8d2d8e0c3ff7,Data Scientist,Together Networks,Data Science,1717,"**Together Networks** is worldwide leader in niche of online social services with millions of users across more than 45 countries. 

**What you get to deal with:**
- active collaboration with stakeholders throughout the organization;
- user experience modelling;
- advanced segmentations;
- user behaviour analytics;
- anomaly detection, fraud detection;
- looking for bottlenecks;
- churn prediction.

**You need to have:**
- master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field;
- 2+ years of experience manipulating data sets and building statistical models;
- strong knowledge in a wide range of machine learning methods and algorithms for classification, regression, clustering and others;
- knowledge and experience in statistical and data mining techniques;
- experience using statistical computer languages (Python, SLQ, etc.) to manipulate data and draw insights from large data sets;
- knowledge of a variety of machine learning techniques and their real-world advantages/drawbacks;
- experience visualizing/presenting insights for stakeholders;
- independent, creative thinking and ability to learn fast.
 
**Would be a great plus:**
- experience dealing with end to end machine learning projects: data exploration, feature engineering/definition, model building, production, maintenance;
- experience in data visualization with Tableau. 

**What we offer:**
- friendly working environment in an international professional team;
challenging tasks;
- 20-day paid vacation, paid sick leave, medical insurance;
- compensation of foreign language courses and sports sections;
- corporate events and team-building;
- ability to work remotely."
62,5a61e326-71fd-569b-ac53-7e9a7291d177,ETL Specialist,Joppl,Data Engineer,630,"This role mainly deals with building a data lake from the replication (landing) layer. We have a Lakehouse architecture based on Databricks and Delta Lake. We use a multi-hop medallion architecture to divide the data lake into bronze, silver and gold layers based on the quality and reusability of the data stored there. The specialist we are looking for ideally has deep experience in this type of task and with the technology stack and source systems listed below.

must have experience with AWS, python and Databricks

additional experience valued
Delta lake
Lakehouse Architecture
Databricks
Airflow
Ladder
Terraform"
63,5b069204-3826-57e8-b607-ce2781e58916,Junior Python developer,Evowill,Python,570,"Evowill is looking for a Junior Python developer to join our team.

**Requirements:**
- Strong knowledge of Python
- SQL (MySQL, PostgreSQL)
- OOP
- Linux
- Git
- REST API
- English Intermediate
- pet projects on Github/Gitlab
- organized, responsible, and fast-learning person

**Would be a plus:**
- Technical education (2nd year or higher)
- Django, SOLID, Docker, CircleCI, JavaScript, React, HTML, CSS, non-relational databases, testing

**We propose:**
- mentorship
- remote job
- English speaking club
- International team (Ukraine, Colombia)"
64,5d972d23-7504-50ff-ae95-c933c5c65652,Data Engineer,Hevelian,Data Engineer,2156,"About the project:

Our project is AI’s platform allows everyone to build their own Conversational AI, which is transparent, curated, and protected. We make LLMs better with grounding data, and our more efficient model architecture cuts carbon, energy&water footprints by 100x

What you will need:
● 3+ years of experience with Python;
● Experience with Data processing;
● Good knowledge of Graph Databases;
● Good knowledge of Unstructured data;
● Experience with AWS and other cloud providers;
● Familiarity with asynchronous APIs including FastAPI or Gevent;
● Experience with GIT and branching workflows;
● English: Upper-Intermediate.

Nice to have:
● Experience with StarDog;
● Experience with Neo4j;
● Experience with DVC (Data Version Control);
● Experience with Apache Airflow;
● Experience with Elasticsearch;
● Experience with Multitenancy concepts;
● Experience with AWS CodePipeline;

What we offer:
● Competitive salary rate depending on your experience and skills;
● A greenfield project that can define the process and impact the results;
● A team where your feedback is appreciated;
● Challenging tasks and ability to improve professional knowledge and skills;
● Flexible working hours;
● Paid vacation (24 working days) and sick leaves;
● Сoverage of costs for certification and IT conferences;
● Free corporate English classes + speaking club with native speaker.

About Hevelian:
Hevelian is an international technology and consulting company with headquarters in the Netherlands and has been providing the highest quality application, software and solution development for more than 20 years. The Software Engineering team is located in Lviv, Ukraine, and is known for its responsible approach, high-quality standards and innovative solutions. Notably we: also, build our own products and frameworks and contribute to open-source projects, including some of our own have many years of experience in Healthcare and Retail domains are familiar with building quality software for leading US vendors follow well-defined coding standards and guidelines use industry-standard development tools and processes"
65,5fd6dbb8-c613-5af7-bfc9-3d0faacf6a2a,BI Engineer,Booongo,Python,1916,"Required skills:

— Strong experience with Python 3.x.
— Strong SQL knowledge and relational databases experience.
— Experience with scalable NoSQL Databases.
— Familiar with Pandas/Numpy.
— Understanding of Design Patterns concept, ability to build and maintain project architecture.
— Good communication skills.

Project Technology Stack:

— Python 3.8 or higher.
— Flask, Celery, Pandas/Numpy, or other ml/data science libraries or frameworks.
— PostgreSQL, Cassandra.

As a plus:

— Data Mining, Deep learning experience.
— Experience with automation tools like Ansible.
— Tableau services knowledge.
— Amazon AWS experience.
— Leadership skills.

We offer:

— Friendly and inspiring environment in a team of professionals;
— Freedom to express yourself and opportunity of personal professional growth;
— Remote work;
— Medical Insurance for Covid-19 related situations;
— Trainings and courses;
— Unlimited paid sick leave in case of necessity;

Responsibilities:

— Implement ETL processes for data.
— Design, develop and support performant data-warehouse for BI using Postgres/Cassandra/etc.
— Provide efficient and up-to-date data sources for Tableau Online to fulfill Business/AM BI requests.
— Implement different APIs for external usage.
— Work close with Business/AM team to translate business requirements into technical solutions.
— Develop and maintain dashboards and reports in Tableau and/or other applications as required.
— Assist in developing creative methodologies, procedures, user adoption strategies, develop and design innovative ways to view and interact with data visualization for Business Analysis.
— Conduct group and individual, in-person, and remote Tableau training sessions for staff members.
— Demonstrated ability to think beyond raw data and to understand the underlying business context and sense business opportunities hidden in data."
66,5ff94982-cafe-5b3d-995d-711bb8ff6fa5,# Senior Python Developer,Marketing Mix,Python,747,"Required Skills & Experience
•	Extensive Python 3 experience (5 years+) with a good grasp of advanced concepts including generators, asyncio, GIL and multiprocessing.
•	Deep understanding of design patterns, data structures, and algorithms.
•	Prior experience supporting mission-critical, high-performance applications.
•	Knowledge and extensive experience with network protocols: REST, Websockets, FIX.
•	Experience with profiling and testing Python applications.
Bonus points:
•	Knowledge in financial markets and low latency/high-frequency systems 
•	Experience with Solidity, JavaScript/TypeScript, C++
•	Experience with AWS, Kibana, Grafana, and Prometheus.

What we offer
•	Flexible working hours and a healthy work-life balance."
67,601504fe-9718-55ee-bbdc-bc1dd54f4a48,Snr MS SQL Server Engineer (with deep SSAS experience),Volia Software,Data Engineer,1323,"Brief project description:
* Developing existing BI system targeted on constructions and real estate US markets: new functions, its integration with 3rd party solutions (CRMs, ERPs).

Key areas of responsibility:
* Data analysis and optimization, performance improving
* Data integration with other system(s)
* Building / optimizing of multi-dimensional queries / cubes
* Building / optimizing of ETL scripts
* Usage of cloud Amazon RDS
* Finding and diagnosing issues with ETL, data found in reports, indexing, and details with pulling data from linked servers.

Required skills:
* Snr MS SQL DBA - 5+ years
* SSAS experience - 3+ years
* Familiar with GUID (UniqueIdentifier) and RowVersion (Timestamp) use to sync data between servers along with MERGE queries.

Work conditions:
* Distributed team, remote work (or in some of existing offices).
* Kanban or scrum approach, 5-6 team members / team.
* Full-time (40 hours per week).
* Flexible schedule with mandatory overlaping of 5pm-8pm, Kyiv time.
* Official contract: salary, sick-leave days, holidays, vacations.

Hiring process:
Step 1 - preliminary interview (main questions) - 20 mins
Step 2 - internal tech interview (tech questions) - 40-50 mins
Step 3 - tech interview with team leader and architect + demo of the architecture - 1 hrs"
68,60dc7831-3cc8-5179-a3fb-7190657ba5d1,Strong/Middle Web Developer Python(Django),iBench,Python,773,"**Seniority level:** Strong middle (4+ years)
**Client time-zone:** CET (CET+3 max), Germany
**English**: B2+ or fluent (good communication skills)
**Salary**: $5000 (depends on skillset)

**What you need to be able to do:**
- You have a completed professional training or several years of professional experience as a backend developer for Python and Django
- You have in-depth knowledge of Python, Django and the Django REST framework
- You have experience with GitLab, GitLab CI/CD and Unit Testing
- You are familiar with Debian, nginx, PostgreSQL, uWSGI and maybe even Ansible
- Experience with RabbitMQ, Celery, Docker and Vue.js/Nuxt.js is welcome, but not a must

**What we offer you:**
- Bonus payment
- We sponsor additional education
- Hybrid work"
69,63c88e34-4290-5c7f-9244-e917f9ab2055,Senior Data Engineer (Python),3asoft,Data Engineer,1993,"About the customer:

We design, develop, and maintain RYGGRAD, the metadata backbone of client's next-generation data mesh and platform. We are an autonomous, self-organized team with an agile way of working. All team members participate in defining our short- and long-term goals, with everyone's opinion being valued during our planning. We acknowledge and address tech debt early and often before it becomes a larger problem.

Together, we create a challenging but happy work environment, where we try to put you in control of your activities, and where you always have the opportunity to grow both personally and professionally.

Requirements:

- 4+ years of experience in data engineering, in large-scale, data-intensive environments
- Advanced experience with Python (Bonus: Golang, Java)
- Highly proficient in modern development practices (Git, Terraform, Docker, CI/CD).
- Experience with deploying and running software on Google Cloud Platform.
- At least upper-intermediate English level (both written and spoken)
* Bonus if you have experience with contributing to Open Source Software.

Which things are also important?

You have a strong belief in automation, but you are also not afraid of rolling up your sleeves and confirm your hypothesis manually. You take your time with discovery and exploration before writing the first lines of code and validate the value of your proposals through proof-of-concepts and close collaboration with our stakeholders, data architects, and product teams.

You consider well-written documentation as a feature and understand the value of maintaining documentation of the highest quality. You are eager to learn and share your knowledge with your team, and not hesitate to jump into an issue where you believe you can be of assistance.

Being a part of 3asoft means having:
- High level of flexibility and freedom
- p2p relationship with worldwide customers
- Competitive compensation paid in USD
- Fully remote working"
70,672ccd5e-eb32-5aaa-8288-ac49e46add7a,Junior/Middle Python Developer (with C++ knowledge),ModuleWorks,Python,1329,"**Requirements**
- 1+ year  of commercial experience with Python.
- At least basic knowledge of C++ & Git, and a general interest in software development
- Knowledge of abstract language definition, parsing, abstract syntax analysis and production automation can be helpful.
- Motivation to work on the backend of our software as well as working in cooperation with customers and in customer projects which also includes project management skills. 
- Education/Degree in computer science, physics or other engineering
Good English language skills (at least upper-intermediate), team player.
Would be a plus
- Basic knowledge of NC code generation and general aspects of the CAD/CAM world.

**Responsibilities**
In a small team, you will develop dental aligner production planning application. You will interface with colleagues in toolpath development, simulation, and product management.

**About ModuleWorks**
ModuleWorks develops software components for the CAD/CAM industry that are used to control and simulate CNC machines and robots. We use sophisticated mathematical concepts, data structures, and algorithms as well as modern development tools. With over 230 employees and more than 70% of the global market share, ModuleWorks is the leading company in this sector.

Company website:
www.moduleworks.com"
71,684059e5-fe20-5fa7-ad77-74bb3694718a,Database Administrator,Delasport,Data Engineer,2109,"Delasport is establishing an R&D center in Kyiv and looking for talents to join our new team

YOUR ROLE:

The goal is to provide a seamless flow of information throughout the company, considering both backend data structure and frontend accessibility for end-users.

RESPONSIBILITIES:

Build database systems of high availability and quality depending on each end user’s specialized role
Provision MySQL instances, both in clustered and non-clustered configurations
Design and implement database in accordance to end users information needs
Performance tuning, query optimization & index tuning.
Ensure security, and availability of databases
Handle common database procedures, such as upgrade, backup, recovery, migration.
Minimize database downtime and manage parameters to provide fast query responses
Profile server resource usage, optimize and tweak as necessary
Proactive and reactive data management support and training to users
Determine, enforce and document database policies, procedures and standards
Monitor database performance

REQUIREMENTS:

Proven working experience as a Database administrator
Understanding of MySQL’s underlying storage engines, such as InnoDB and MyISAM
Experience with replication configuration in MySQL
Excellent knowledge of data backup, recovery, security, integrity.
Previous experience with DBA monitoring tools and third party tools
Problem solving skills and ability to think algorithmically
Basic knowledge of Linux and build tools
Ability to participate in the on-call rotation for operational issue escalation

NICE TO HAVE:

Experience with technologies like ProxySQL , Galera / XtraDB Cluster, HAProxy.
MySQL DBA, MySQL Professional Certifications
Knowledge with PgSQL / MongoDB
Familiarity with programming languages
Familiar with cloud technologies such as GCP

WE OFFER

Hybrid type of work with flexible business hours
Extended medical insurance during one month of cooperation
21 business days of paid holidays a year
Paid sick leaves, state holidays and paid days on special occasions
PE accounting and support"
72,6a365c54-aa0e-53a0-966d-5f99d013468a,Data Analyst/ DWH Developer,Art2Hire,Data Engineer,2370,"Our client, a technology company dedicated to simplifying digital security for consumers, is now looking for Data Analyst/DWH Developer to join their team.

Location: Ukraine
Type: Remote, full-time
Start date: ASAP
About company and role:

It's a US-based technology company dedicated to simplifying digital security for consumers. Committed to creating a unified platform of services,  uses adaptive technology to enable customers to manage disparate cybersecurity needs with ease.

Trusted by more than 2 million customers, the company has a team of more than 450 people worldwide and revenues of over $200 million. Most importantly, this trajectory continues to show momentum and is supported by strong organic growth in addition to strategic customer acquisition. The company`s leadership team has seen similar success before, having grown a start-up to a valuation of over $3 billion before exit. 

We are now looking for a data analyst who designs, develops, and maintains data warehouse and analytics architecture to meet an enterprise’s business analysis and reporting needs. 

Responsibilities include but are not limited to:

Datamart development in accordance with internal data architecture
Design of robust data transformation process from raw logs to aggregate tables, ready to use by analysts
Maintenance of Daily ETL and alerting system in order to ensure that up to date reporting is providing
Developing a process around the unification of different data sources (API, S3 files, G sheet data, etc.)
Requirements:
Proficient in SQL with 5+ years of experience
Excellent interpretation of complex statistical data
Strong knowledge of statistics, data analysis and databases
Experience with at least one RDBMS (MySQL, PostgreSQL, SQL Server, Oracle, DB2)
Experience in ETL/ELT processes design, development, and maintenance
Experience in DWH modeling and Data Mart design
Knowledge of at least one of the programming languages(Python/Scala will be a plus)
Experience with at least one VCS (Git, SVN, etc.)
Experience working in an Agile/Scrum development process
Experience transforming data in various formats, including JSON, XML, CSV, and zipped files;
Upper intermediate or above level of English
Detailed oriented/self-motivated with the ability to learn and deploy new technology quickly.
English - Upper Intermedia+"
73,6a8b8bec-783e-50f3-ada1-8ea6f8072e17,Data Scientist,DNA325,Data Science,1961,"Requierements:
2+ years of hands-on experience in predictive modelling and analysis; 
2+ years Python, R, or Matlab experience; 
2+ years of experience writing complex SQL queries in a business environment;
2+ years experience with Tableau, OBIEE, or other visualization tools; 
2+ years experience operating in a Unix/Linux environment;
Bachelor's or Master's degree in an analytical field (e.g. Computer Science, Engineering, Mathematics, Statistics or similar).

Preferred Qualifications:
A/B test experience;
Analytical mindset and ability to see the big picture and influence others;
Detail-oriented and must have an aptitude for solving unstructured problems;
Ability to work effectively in a multi-task, high volume environment;
Ability to be adaptable and flexible in responding to deadlines and workflow fluctuations.

Responsibilities: 
Develop dashboards and recurring reports for internal use;
Maintain the integrity of data pipelines and dependent reporting;
Gather and connect data from the cost side of marketing and revenue side from multiple systems into a centralized location and then help create a usable visual representation for analysis;
Help make decision rules for staff and automation tools based on historical data;
Design, development, and evaluation of highly innovative models;
Establish scalable, efficient, automated processes for large scale data analyses, model development, model validation, and model implementation;
Work closely with software engineering teams to drive real-time model implementations and new feature creations;
Conduct market research for various market segments;
Analyze ad campaigns for opportunities to scale or cut losses based on internal and external variables;
Identify high potential but underutilized traffic areas, propose strategies to increase their exposure and boost sales;
Implement the strategies and set up A/B test experiments to gauge the impact, and reiterate."
